epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5,time
0,6.145523407879998,3.5e-07,5.3884102414330215,0.6035825545171339,2.8621495327102804,1639214393.3347864
1,5.739334414987003,7.315e-06,5.256936331775701,1.8886292834890965,8.060747663551401,1639214490.708926
2,5.325402343974394,1.428e-05,5.152988707165109,3.446261682242991,10.299844236760125,1639214589.0548954
3,5.206562014187083,2.1245e-05,5.108815225856698,3.446261682242991,10.630841121495328,1639214687.6873524
4,5.195227931527531,2.821e-05,5.086923189252336,3.446261682242991,10.922897196261681,1639214786.1754224
5,5.212576978346881,3.5175e-05,4.969723520249222,3.6993769470404985,13.51246105919003,1639214885.1010044
6,5.067148965947768,4.2140000000000006e-05,4.525710821894471,9.774143302180685,25.0,1639214984.0691605
7,4.896921634674072,4.9105000000000005e-05,3.172681196456386,34.85202492211838,61.31230529595015,1639215082.9529228
8,4.417105352177339,5.6070000000000004e-05,2.2683432510708723,49.76635514018692,79.38084112149532,1639215181.9172328
9,4.130844494875739,6.3035e-05,1.73978488244743,59.44314641744548,87.96728971962617,1639215280.6461308
10,3.766103744506836,6.837262916681385e-05,1.4834562402647975,66.10202492211837,91.14096573208722,1639215379.3266668
11,3.625974556979011,6.8034285567728e-05,1.2292366384345794,70.58021806853583,93.6721183800623,1639215477.7150705
12,3.547463234733133,6.766506815578436e-05,1.1054375669295171,73.65654205607477,94.84034267912773,1639215576.0199645
13,3.3708622455596924,6.726534130399237e-05,1.028523382739486,74.80529595015577,95.50233644859813,1639215674.7854035
14,3.3179832486545338,6.683549949449514e-05,1.0324220271125388,75.64252336448598,96.32009345794393,1639215773.3476572
15,3.1588042062871597,6.637596692926322e-05,0.8852014274240654,78.40732087227414,96.84579439252336,1639215871.9778452
16,3.139674088534187,6.588719711145845e-05,0.9283724871008567,77.3753894080997,97.15732087227414,1639215970.5700762
17,3.143445477766149,6.536967239788113e-05,0.8481194326810748,79.0303738317757,97.3714953271028,1639216069.3447416
18,3.055721829919254,6.4823903522942e-05,0.8200021904205608,80.0233644859813,97.79984423676012,1639216167.8882747
19,2.9233954934512867,6.425042909462916e-05,0.802402769665109,80.4322429906542,97.83878504672897,1639216266.3047838
20,2.887795897091136,6.364981506296699e-05,0.7509225625486761,81.21105919003115,97.64408099688474,1639216365.0533934
21,2.939177246654735,6.302265416149169e-05,0.7801479446553738,81.01635514018692,97.95560747663552,1639216463.507353
22,2.8970762000364414,6.236956532229498e-05,0.7350153937889408,81.28894080996885,97.72196261682242,1639216562.1269147
23,2.838752914877499,6.169119306521277e-05,0.8010923201421339,81.87305295950156,98.01401869158879,1639216660.362756
24,2.838864424649407,6.0988206861761925e-05,0.752297659900701,82.53504672897196,97.97507788161994,1639216758.9837432
25,2.8061060484717872,6.026130047445269e-05,0.6963476258274922,82.57398753894081,98.1113707165109,1639216857.177356
26,2.761010730967802,5.9511191272128886e-05,0.6674759053738317,83.48909657320873,98.28660436137072,1639216955.873163
27,2.6516368248883415,5.8738619522011415e-05,0.7411576981113707,83.43068535825545,98.01401869158879,1639217054.7259443
28,2.7383612324209774,5.7944347659143925e-05,0.6990666374610592,83.35280373831776,98.50077881619937,1639217153.2502918
29,2.666545545353609,5.712915953396146e-05,0.6572851258274922,83.74221183800623,98.38395638629284,1639217251.8626645
30,2.6397407054901123,5.629385963872473e-05,0.6367309190031153,83.78115264797508,98.34501557632399,1639217350.6155777
31,2.4862282977384678,5.543927231358334e-05,0.6914176584404206,84.52102803738318,98.15031152647975,1639217449.017114
32,2.640102176105275,5.4566240933051625e-05,0.6493798371787384,83.82009345794393,98.40342679127725,1639217547.68577
33,2.5421307227190804,5.3675627073699834e-05,0.6323135708722741,84.13161993769471,98.42289719626169,1639217646.292723
34,2.6380248490501854,5.276830966388202e-05,0.6830142012266355,85.18302180685359,98.34501557632399,1639217744.8681562
35,2.726881314726437,5.184518411633992e-05,0.6187303014262072,84.48208722741433,98.38395638629284,1639217843.4550793
36,2.479838076759787,5.090716144453866e-05,0.6574212665498442,84.52102803738318,98.42289719626169,1639217941.7310865
37,2.525293195948881,4.9955167363606445e-05,0.5984042634102414,85.2803738317757,98.61760124610592,1639218040.0573263
38,2.5868724794948803,4.8990141376765536e-05,0.5985054182486371,85.33878504672897,98.50077881619937,1639218138.0973268
39,2.572050424183116,4.8013035848155935e-05,0.6143159955461449,85.00778816199377,98.67601246105919,1639218236.4319167
40,2.4160885600482715,4.702481506296699e-05,0.6120498989972741,85.06619937694704,98.55919003115265,1639218335.0418246
41,2.497409028165481,4.602645427580437e-05,0.6038715683411215,85.6892523364486,98.4423676012461,1639218433.4435232
42,2.4035499867270973,4.501893874823141e-05,0.572237484180296,85.57242990654206,98.46183800623054,1639218531.4500604
43,2.606693043428309,4.400326277643504e-05,0.640720070336838,85.24143302180686,98.48130841121495,1639218630.0373743
44,2.3628614018945133,4.298042870997534e-05,0.6170985141647196,85.65031152647975,98.55919003115265,1639218728.1665075
45,2.57345108424916,4.195144596258767e-05,0.5909309743720794,85.70872274143302,98.55919003115265,1639218826.499888
46,2.391062287723317,4.0917330016013115e-05,0.6289830668321651,85.55295950155764,98.46183800623054,1639218924.7944713
47,2.3982005610185513,3.987910141784059e-05,0.6534138617114486,86.00077881619937,98.69548286604362,1639219023.097425
48,2.5104872198665844,3.8837784774349666e-05,0.6041575399143302,85.63084112149532,98.59813084112149,1639219121.680667
49,2.3532781039967254,3.7794407739347756e-05,0.5951391677618769,85.6113707165109,98.61760124610592,1639219220.099883
50,2.420926206252154,3.674999999999999e-05,0.6069510866919782,85.55295950155764,98.55919003115265,1639219318.552234
51,2.38131625512067,3.570559226065223e-05,0.5960590683411215,86.0202492211838,98.55919003115265,1639219416.7739055
52,2.2455794320386997,3.4662215225650325e-05,0.5827397141501168,86.81853582554517,98.67601246105919,1639219515.0554998
53,2.3614200213376213,3.362089858215939e-05,0.6253833235981309,86.64330218068535,98.53971962616822,1639219613.3794777
