epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5
0,5.759908052591177,"[2e-07, 2e-07]",4.875322333916084,1.0256410256410255,5.13986013986014
1,5.1360919781220264,"[6.8533333333333335e-06, 6.8533333333333335e-06]",4.799104020979021,1.2470862470862472,5.839160839160839
2,4.8641707591521435,"[1.3506666666666667e-05, 1.3506666666666667e-05]",4.781945658508159,1.8414918414918415,6.82983682983683
3,4.830761457100893,"[2.0160000000000003e-05, 2.0160000000000003e-05]",4.763166520979021,3.1002331002331003,10.64102564102564
4,4.784785955380171,"[2.6813333333333336e-05, 2.6813333333333336e-05]",4.307322625291375,13.263403263403264,38.78787878787879
5,4.183664737603603,"[3.346666666666667e-05, 3.346666666666667e-05]",1.685901533362471,69.53379953379954,95.13986013986013
6,3.559176286061605,"[4.012e-05, 4.012e-05]",0.9943785056089743,81.48018648018648,98.54312354312354
7,3.3083815574645996,"[4.6773333333333335e-05, 4.6773333333333335e-05]",0.8522229885999417,83.1118881118881,98.82284382284382
8,3.0792922178904214,"[5.342666666666667e-05, 5.342666666666667e-05]",0.7180636746066433,84.53379953379954,98.81118881118881
9,3.115746082403721,"[6.008e-05, 6.008e-05]",0.7009235800007284,85.37296037296038,98.92773892773893
10,3.0233895656390066,"[6.673333333333335e-05, 6.673333333333335e-05]",0.6548696095571096,84.83682983682984,98.83449883449883
11,2.9967977694976025,"[7.338666666666667e-05, 7.338666666666667e-05]",0.6651378569347319,84.77855477855478,98.84615384615384
12,2.950522224108378,"[8.004000000000001e-05, 8.004000000000001e-05]",0.67820911185169,85.31468531468532,98.74125874125875
13,2.9215518725224032,"[8.669333333333334e-05, 8.669333333333334e-05]",0.6547891398965617,84.79020979020979,98.81118881118881
14,2.9760016172360153,"[9.334666666666668e-05, 9.334666666666668e-05]",0.5879578917176573,85.66433566433567,98.93939393939394
15,2.8516111129369492,"[9.465931968523003e-05, 9.465931968523003e-05]",0.5921738417832167,85.55944055944056,98.71794871794872
16,2.804121332290845,"[9.393902732214931e-05, 9.393902732214931e-05]",0.6112236396416084,85.22144522144522,98.88111888111888
17,2.7696211582575088,"[9.317635932319325e-05, 9.317635932319325e-05]",0.6121300330528846,85.62937062937063,98.88111888111888
18,2.727857999312572,"[9.237206834959874e-05, 9.237206834959874e-05]",0.6198251292977855,85.04662004662005,98.78787878787878
19,2.623647766235547,"[9.152694813945352e-05, 9.152694813945352e-05]",0.5863520837886073,85.95571095571096,98.76456876456876
20,2.6979906253325634,"[9.064183272437242e-05, 9.064183272437242e-05]",0.5770491308821387,85.73426573426573,98.92773892773893
21,2.7922213138678136,"[8.971759560640882e-05, 8.971759560640882e-05]",0.6409409600815851,86.13053613053613,98.85780885780886
22,2.61863295848553,"[8.875514889601368e-05, 8.875514889601368e-05]",0.6062193259214743,84.37062937062937,98.4965034965035
23,2.607904235521952,"[8.775544241189252e-05, 8.775544241189252e-05]",0.5780136855332167,86.21212121212122,98.74125874125875
24,2.7157184558037,"[8.671946274364917e-05, 8.671946274364917e-05]",0.5843624799679488,85.67599067599068,98.6946386946387
25,2.6401472122241287,"[8.564823227814083e-05, 8.564823227814083e-05]",0.6047261413716492,86.10722610722611,98.57808857808858
26,2.661992073059082,"[8.454280819050575e-05, 8.454280819050575e-05]",0.5633866459061772,86.3053613053613,98.72960372960372
27,2.6044024106783743,"[8.340428140085894e-05, 8.340428140085894e-05]",0.6116836939102565,85.9090909090909,98.64801864801865
28,2.606439321469038,"[8.22337754976858e-05, 8.22337754976858e-05]",0.6168853688629079,85.74592074592074,98.51981351981352
29,2.5128453694857082,"[8.103244562899586e-05, 8.103244562899586e-05]",0.5567688415100525,86.28205128205128,98.51981351981352
30,2.6330047509609122,"[7.98014773623312e-05, 7.98014773623312e-05]",0.5725532442817599,86.10722610722611,98.78787878787878
31,2.5275000364352493,"[7.854208551475441e-05, 7.854208551475441e-05]",0.5867604075611889,86.23543123543124,98.48484848484848
32,2.358882583104647,"[7.725551295397084e-05, 7.725551295397084e-05]",0.5522944666011073,86.67832167832168,98.68298368298369
33,2.5114445625207362,"[7.59430293717682e-05, 7.59430293717682e-05]",0.5864808693910256,85.54778554778555,98.77622377622377
34,2.4240388381175504,"[7.460593003098405e-05, 7.460593003098405e-05]",0.6292293806453962,85.43123543123544,98.47319347319348
35,2.523943543434143,"[7.324553448723779e-05, 7.324553448723779e-05]",0.5957923586829836,86.81818181818181,98.71794871794872
36,2.414785311772273,"[7.186318528668857e-05, 7.186318528668857e-05]",0.5577291848776224,85.97902097902097,98.58974358974359
37,2.4632935523986816,"[7.046024664110424e-05, 7.046024664110424e-05]",0.6080618193655303,86.002331002331,98.6946386946387
38,2.3633912037580442,"[6.903810308154924e-05, 6.903810308154924e-05]",0.6127509128241551,86.06060606060606,98.35664335664336
39,2.399230513817225,"[6.759815809201929e-05, 6.759815809201929e-05]",0.5701880964087995,87.01631701631702,98.74125874125875
40,2.388805948770963,"[6.614183272437242e-05, 6.614183272437242e-05]",0.5674746640078672,86.28205128205128,98.53146853146853
41,2.470943820782197,"[6.467056419592224e-05, 6.467056419592224e-05]",0.5711941378933566,86.37529137529137,98.67132867132867
42,2.4035030725674753,"[6.318580447107787e-05, 6.318580447107787e-05]",0.5760364310168997,86.53846153846153,98.72960372960372
43,2.2492716862605167,"[6.16890188284306e-05, 6.16890188284306e-05]",0.5575462216819639,86.98135198135198,98.6013986013986
44,2.3377990416991405,"[6.0181684414700524e-05, 6.0181684414700524e-05]",0.5976078771488927,86.56177156177156,98.51981351981352
45,2.404807891601171,"[5.866528878697132e-05, 5.866528878697132e-05]",0.5812233095680361,86.59673659673659,98.5081585081585
46,2.3093426319269033,"[5.7141328444650926e-05, 5.7141328444650926e-05]",0.5897865846718385,86.0955710955711,98.48484848484848
47,2.226435820261637,"[5.561130735260721e-05, 5.561130735260721e-05]",0.5562693491404429,86.92307692307692,98.72960372960372
