epoch,eval_loss,eval_top1,eval_top5,train_loss,train_lr
0,5.42714715654125,0.4659993096306524,2.623403520883673,6.179962921142578,"[2e-07, 2e-07]"
1,5.328746602088367,0.7248878149810148,2.6924404556437693,5.680792999267578,"[1.0179999999999999e-05, 1.0179999999999999e-05]"
2,5.303495534173282,0.6731101139109423,2.6924404556437693,5.37385060787201,"[2.016e-05, 2.016e-05]"
3,5.2951976182257505,0.742147048671039,3.0203658957542285,5.358379769325256,"[3.014e-05, 3.014e-05]"
4,5.292163768553676,0.742147048671039,3.486365205384881,5.360871171951294,"[4.0119999999999995e-05, 4.0119999999999995e-05]"
5,5.281550688211944,1.1218501898515707,4.953400069036935,5.345303153991699,"[5.009999999999999e-05, 5.009999999999999e-05]"
6,5.241800515619606,1.691404901622368,7.386952019330342,5.325412106513977,"[6.0079999999999994e-05, 6.0079999999999994e-05]"
7,4.827454856316879,5.67828788401795,21.574042112530204,5.273750042915344,"[7.006e-05, 7.006e-05]"
8,3.0364021509319987,38.12564722126338,68.55367621677597,4.967694997787476,"[8.004e-05, 8.004e-05]"
9,2.0988468674490854,55.1432516396272,85.5712806351398,4.4962300777435305,"[9.002e-05, 9.002e-05]"
10,1.6013521530894028,66.29271660338281,91.31860545391784,4.184069705009461,"[9.760176929846253e-05, 9.760176929846253e-05]"
11,1.3471075867141655,73.05833620987228,94.37348981705212,3.881345510482788,"[9.710315767875706e-05, 9.710315767875706e-05]"
12,1.2538410222320504,74.87055574732481,95.20193303417328,3.7478278636932374,"[9.655904780852432e-05, 9.655904780852432e-05]"
13,1.031414249250302,77.90818087676907,95.82326544701415,3.757753002643585,"[9.596997665851508e-05, 9.596997665851508e-05]"
14,0.9667888058026083,78.61580945806006,96.13393165343459,3.6296725988388063,"[9.533652557083496e-05, 9.533652557083496e-05]"
15,0.9647385344079004,80.27269589230238,96.63444943044529,3.374616837501526,"[9.465931968523003e-05, 9.465931968523003e-05]"
16,0.87939453125,81.68795305488436,96.8588194684156,3.365688848495483,"[9.393902732214931e-05, 9.393902732214931e-05]"
17,0.875124135015749,82.18847083189506,96.78978253365551,3.3439834356307983,"[9.317635932319325e-05, 9.317635932319325e-05]"
18,0.864827544186335,82.53365550569555,96.70348636520538,3.353014862537384,"[9.237206834959874e-05, 9.237206834959874e-05]"
19,0.8411160707062263,82.36106316879531,96.96237487055575,3.374426484107971,"[9.152694813945352e-05, 9.152694813945352e-05]"
20,0.7805805305056955,83.46565412495686,97.32481877804625,3.046009135246277,"[9.064183272437242e-05, 9.064183272437242e-05]"
21,0.8935250231920953,83.27580255436659,97.16948567483604,3.1922654628753664,"[8.971759560640882e-05, 8.971759560640882e-05]"
22,0.7722891457623188,83.69002416292716,97.18674490852607,3.081911051273346,"[8.875514889601368e-05, 8.875514889601368e-05]"
23,0.7809607729979289,84.63928201587849,97.25578184328616,3.1069848418235777,"[8.775544241189252e-05, 8.775544241189252e-05]"
24,0.8307747305941491,84.46668967897826,96.96237487055575,3.2124329209327698,"[8.671946274364917e-05, 8.671946274364917e-05]"
25,0.7989601817343372,84.84639282015878,97.18674490852607,3.0729554414749147,"[8.564823227814083e-05, 8.564823227814083e-05]"
26,0.6648461812934178,85.31239212978944,97.25578184328616,3.004250538349152,"[8.454280819050575e-05, 8.454280819050575e-05]"
27,0.7133656752944857,85.08802209181913,97.34207801173628,2.9491825103759766,"[8.340428140085894e-05, 8.340428140085894e-05]"
28,0.6899907484439722,85.65757680358992,97.32481877804625,2.963869333267212,"[8.22337754976858e-05, 8.22337754976858e-05]"
29,0.6749129790785726,85.88194684156024,97.39385571280636,2.954573690891266,"[8.103244562899586e-05, 8.103244562899586e-05]"
30,0.6674715568165883,86.15809458060062,97.46289264756645,2.998615288734436,"[7.98014773623312e-05, 7.98014773623312e-05]"
31,0.669719618355195,85.83016914049016,97.37659647911633,2.794535982608795,"[7.854208551475441e-05, 7.854208551475441e-05]"
32,0.7064288622928891,86.05453917846047,97.46289264756645,2.8746351838111877,"[7.725551295397084e-05, 7.725551295397084e-05]"
33,0.6679814753139023,86.10631687953055,97.41111494649637,2.854345607757568,"[7.59430293717682e-05, 7.59430293717682e-05]"
34,0.618650574004358,86.2098722816707,97.53192958232654,2.7276116728782656,"[7.460593003098405e-05, 7.460593003098405e-05]"
35,0.6898016384810796,86.36520538488091,97.39385571280636,2.8285349726676943,"[7.324553448723779e-05, 7.324553448723779e-05]"
36,0.7023782516126597,85.72661373835001,97.30755954435622,2.7446062088012697,"[7.186318528668857e-05, 7.186318528668857e-05]"
