epoch,eval_loss,eval_top1,eval_top5,train_loss,train_lr
33,0.6547347606360028,86.45150155333103,97.23852260959613,2.66179221868515,"[5.3160120560237736e-05, 5.3160120560237736e-05]"
34,0.6266159041815887,86.10631687953055,97.4283741801864,2.5874079883098604,"[5.2224151021688834e-05, 5.2224151021688834e-05]"
35,0.6560500819476506,86.27890921643079,97.29030031066621,2.639241909980774,"[5.1271874141066454e-05, 5.1271874141066454e-05]"
36,0.6474226351478901,86.39972385226096,97.41111494649637,2.6097592949867248,"[5.030422970068199e-05, 5.030422970068199e-05]"
37,0.629231714650932,87.22816706938212,97.4974111149465,2.608680897951126,"[4.932217264877297e-05, 4.932217264877297e-05]"
38,0.6278542626262081,86.69313082499137,97.51467034863651,2.721388965845108,"[4.832667215708446e-05, 4.832667215708446e-05]"
39,0.6595769953966387,85.96824301001035,97.15222644114601,2.5924745559692384,"[4.73187106644135e-05, 4.73187106644135e-05]"
40,0.631570665269298,86.96927856403175,97.27304107697618,2.494741255044937,"[4.62992829070607e-05, 4.62992829070607e-05]"
41,0.653743934828864,86.62409389023128,97.30755954435622,2.4200483322143556,"[4.526939493714557e-05, 4.526939493714557e-05]"
42,0.6768116633316793,86.31342768381084,97.3593372454263,2.573331129550934,"[4.423006312975451e-05, 4.423006312975451e-05]"
43,0.665544809454015,86.45150155333103,97.3593372454263,2.510958230495453,"[4.318231317990141e-05, 4.318231317990141e-05]"
44,0.6516637252370447,86.98653779772178,97.4974111149465,2.5924227595329286,"[4.212717909029036e-05, 4.212717909029036e-05]"
45,0.6712231647569145,86.88298239558164,97.44563341387642,2.563494658470154,"[4.106570215087992e-05, 4.106570215087992e-05]"
46,0.6350613200010248,87.2109078356921,97.30755954435622,2.706795871257782,"[3.999892991125564e-05, 3.999892991125564e-05]"
47,0.6634447955657253,86.74490852606144,97.4283741801864,2.4038371205329896,"[3.892791514682504e-05, 3.892791514682504e-05]"
48,0.6717392984323761,87.0728339661719,97.34207801173628,2.535265415906906,"[3.785371481985545e-05, 3.785371481985545e-05]"
49,0.6718924235672139,86.93476009665171,97.29030031066621,2.352646327018738,"[3.67773890363798e-05, 3.67773890363798e-05]"
50,0.666259259983388,87.22816706938212,97.25578184328616,2.461170768737793,"[3.57e-05, 3.57e-05]"
51,0.6693819761687737,87.29720400414222,97.29030031066621,2.37512686252594,"[3.46226109636202e-05, 3.46226109636202e-05]"
52,0.6406988868805553,86.79668622713152,97.4283741801864,2.467028719186783,"[3.3546285180144555e-05, 3.3546285180144555e-05]"
53,0.6175753692532145,87.03831549879186,97.4283741801864,2.4873304843902586,"[3.247208485317496e-05, 3.247208485317496e-05]"
54,0.6524472379832585,87.05557473248187,97.27304107697618,2.4170197010040284,"[3.1401070088744365e-05, 3.1401070088744365e-05]"
55,0.6778262332261823,87.26268553676216,97.29030031066621,2.322283387184143,"[3.033429784912008e-05, 3.033429784912008e-05]"
56,0.637734963229742,87.22816706938212,97.44563341387642,2.480226570367813,"[2.9272820909709645e-05, 2.9272820909709645e-05]"
57,0.6459042355238177,87.24542630307215,97.46289264756645,2.3331213712692263,"[2.82176868200986e-05, 2.82176868200986e-05]"
58,0.6168748870733733,87.24542630307215,97.46289264756645,2.282849967479706,"[2.716993687024548e-05, 2.716993687024548e-05]"
59,0.6317917992009514,87.33172247152227,97.44563341387642,2.2904533982276916,"[2.613060506285444e-05, 2.613060506285444e-05]"
60,0.6438686066674577,87.48705557473248,97.51467034863651,2.3614106833934785,"[2.5100717092939313e-05, 2.5100717092939313e-05]"
61,0.6632726035284345,87.36624093890231,97.37659647911633,2.4023995280265806,"[2.4081289335586508e-05, 2.4081289335586508e-05]"
62,0.6512540923261132,87.53883327580256,97.41111494649637,2.3363750696182253,"[2.3073327842915556e-05, 2.3073327842915556e-05]"
63,0.6541977271072446,87.34898170521228,97.48015188125648,2.3105333268642427,"[2.207782735122702e-05, 2.207782735122702e-05]"
64,0.6287911322596652,88.02209181912323,97.4283741801864,2.1205720007419586,"[2.1095770299318008e-05, 2.1095770299318008e-05]"
65,0.6448292203882788,87.43527787366241,97.46289264756645,2.3140350341796876,"[2.0128125858933546e-05, 2.0128125858933546e-05]"
66,0.6431851688236214,87.45253710735243,97.51467034863651,2.3368976712226868,"[1.917584897831116e-05, 1.917584897831116e-05]"
67,0.6359311710524896,87.48705557473248,97.54918881601657,2.2522302687168123,"[1.8239879439762265e-05, 1.8239879439762265e-05]"
68,0.6288676316218825,87.72868484639282,97.65274421815671,2.3587280809879303,"[1.7321140932220408e-05, 1.7321140932220408e-05]"
69,0.6358418410343675,87.55609250949257,97.48015188125648,2.4478079676628113,"[1.6420540139671917e-05, 1.6420540139671917e-05]"
70,0.6277030757842165,87.53883327580256,97.63548498446669,2.253633451461792,"[1.5538965846368175e-05, 1.5538965846368175e-05]"
71,0.6236216209656541,87.33172247152227,97.61822575077666,2.3606081366539002,"[1.4677288059702904e-05, 1.4677288059702904e-05]"
72,0.6293743477223205,87.36624093890231,97.4974111149465,2.340217685699463,"[1.3836357151619942e-05, 1.3836357151619942e-05]"
73,0.6340851367322338,87.31446323783224,97.46289264756645,2.232481473684311,"[1.3017003019398746e-05, 1.3017003019398746e-05]"
74,0.6310218755730604,87.34898170521228,97.5664480497066,2.3369510233402253,"[1.2220034266645976e-05, 1.2220034266645976e-05]"
75,0.6511110378867146,87.33172247152227,97.51467034863651,2.26239812374115,"[1.1446237405301422e-05, 1.1446237405301422e-05]"
76,0.6208628192621138,87.79772178115292,97.48015188125648,2.2126878798007965,"[1.0696376079445591e-05, 1.0696376079445591e-05]"
77,0.6190545816523559,87.62512944425268,97.53192958232654,2.214250373840332,"[9.971190311675236e-06, 9.971190311675236e-06]"
78,0.6392280807732137,87.34898170521228,97.4974111149465,2.21614448428154,"[9.271395772790432e-06, 9.271395772790432e-06]"
79,0.6342837064069512,87.52157404211253,97.51467034863651,2.1988102912902834,"[8.597683075513818e-06, 8.597683075513818e-06]"
80,0.6287685047975277,87.6423886779427,97.44563341387642,2.184265172481537,"[7.950717092939306e-06, 7.950717092939306e-06]"
81,0.6234498292279729,87.45253710735243,97.4974111149465,2.1833030104637148,"[7.331136302382533e-06, 7.331136302382533e-06]"
82,0.6481749034561616,87.7114256127028,97.4283741801864,2.2482482969760893,"[6.7395521552808905e-06, 6.7395521552808905e-06]"
83,0.635908206495944,87.60787021056265,97.41111494649637,2.228672224283218,"[6.176548473764729e-06, 6.176548473764729e-06]"
84,0.6333666832067656,87.78046254746289,97.3593372454263,2.205478149652481,"[5.64268087449548e-06, 5.64268087449548e-06]"
85,0.6238380777123964,87.69416637901277,97.41111494649637,2.2808373749256132,"[5.138476220338985e-06, 5.138476220338985e-06]"
86,0.6307989086905635,87.69416637901277,97.39385571280636,2.1883098006248476,"[4.664432100415536e-06, 4.664432100415536e-06]"
87,0.6191675925526406,87.72868484639282,97.37659647911633,2.2917270243167875,"[4.221016339039455e-06, 4.221016339039455e-06]"
88,0.6366248692073697,87.81498101484294,97.34207801173628,2.333889973163605,"[3.808666534032979e-06, 3.808666534032979e-06]"
89,0.6412269242022998,87.69416637901277,97.39385571280636,2.1862413763999937,"[3.4277896248700672e-06, 3.4277896248700672e-06]"
90,0.634482002192462,87.69416637901277,97.4283741801864,2.3273446023464204,"[3.078761491076234e-06, 3.078761491076234e-06]"
91,0.638345483339446,87.67690714532274,97.44563341387642,2.107382655143738,"[2.7619265812808566e-06, 2.7619265812808566e-06]"
92,0.6325300148860891,87.74594408008285,97.48015188125648,2.2483572721481324,"[2.477597573287958e-06, 2.477597573287958e-06]"
93,0.6334467009918666,87.67690714532274,97.46289264756645,2.2587195873260497,"[2.2260550655009667e-06, 2.2260550655009667e-06]"
94,0.6304476141806179,87.81498101484294,97.4283741801864,2.244727772474289,"[2.0075473000059766e-06, 2.0075473000059766e-06]"
95,0.6290897557683595,87.86675871591301,97.46289264756645,2.377100718021393,"[1.8222899175867783e-06, 1.8222899175867783e-06]"
96,0.6335236006536935,87.93579565067311,97.44563341387642,2.1287142753601076,"[1.6704657449134126e-06, 1.6704657449134126e-06]"
97,0.6265710706253236,87.83224024853297,97.4283741801864,2.0859590649604796,"[1.552224614114356e-06, 1.552224614114356e-06]"
98,0.6349427259746073,87.74594408008285,97.46289264756645,2.301440197229385,"[1.4676832149102854e-06, 1.4676832149102854e-06]"
99,0.6369872456959786,87.93579565067311,97.48015188125648,2.271184891462326,"[1.416924979455406e-06, 1.416924979455406e-06]"
100,0.6341367332450596,87.86675871591301,97.48015188125648,2.220235401391983,"[1.4e-06, 1.4e-06]"
101,0.6307074718323913,87.83224024853297,97.46289264756645,2.1667374432086945,"[1.4e-06, 1.4e-06]"
102,0.6343468273348507,87.83224024853297,97.46289264756645,2.2653956174850465,"[1.4e-06, 1.4e-06]"
103,0.6367617716738221,87.86675871591301,97.46289264756645,2.198637902736664,"[1.4e-06, 1.4e-06]"
104,0.635251672999547,87.93579565067311,97.4283741801864,2.180001276731491,"[1.4e-06, 1.4e-06]"
