epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5,time
58,2.755572038261514,3.881419552892212e-05,0.6597258671640314,85.85288625538925,97.64553056812774,1639490973.479144
59,2.7330497926787327,3.7329435804077777e-05,0.6438620386838313,86.25882926161069,97.75107574896485,1639491454.072783
60,2.769066322790949,3.5858167275627595e-05,0.6482867778020216,86.24259154076718,97.6211739871722,1639491934.3620574
61,2.723616582782645,3.440184190798073e-05,0.6695814220183486,86.18575952122174,97.73889745879679,1639492414.4257646
62,2.7795209868958124,3.29618969184508e-05,0.669506774491049,86.3278395719436,97.64553056812774,1639492895.7858443
63,2.8582964539527893,3.1539753358895745e-05,0.670330791220975,86.3440772927871,97.66988714784445,1639493378.1197846
64,2.7546837800427486,3.0136814713311443e-05,0.6786882221345498,86.33189900199963,97.68612486806852,1639493860.0208435
65,2.8012288338259648,2.8754465512762214e-05,0.6332823274932512,86.51863278457655,97.783551189413,1639494339.6557326
66,2.716830971993898,2.739406996901595e-05,0.6428551295655902,86.74190143765766,97.84444264087273,1639494821.7217958
67,2.788114259117528,2.605697062823181e-05,0.6888801665761752,86.20605667088242,97.68612486868794,1639495304.4668355
68,2.7485038559687767,2.4744487046029157e-05,0.6591743753552002,86.62823739670851,97.8160266304806,1639495785.6445386
69,2.7843440927957235,2.3457914485245598e-05,0.6683146935193737,86.79467402838593,97.88097751137691,1639496268.689791
70,2.774480601674632,2.2198522637668827e-05,0.6338428380553808,86.7865551688933,97.98652269221401,1639496751.5296044
71,2.646925897974717,2.096755437100415e-05,0.6373401123700982,86.87586262950633,97.85256150036535,1639497233.6267848
72,2.6429001249765096,1.9766224502314207e-05,0.6463892717509336,86.59170252558492,97.87691808070147,1639497715.61504
73,2.581919450508921,1.859571859914107e-05,0.6663175451104165,86.63229682676453,97.77949175997641,1639498197.5400074
74,2.6391544577322508,1.7457191809494254e-05,0.6315880308021942,86.85962490928225,97.88097751075749,1639498679.3803349
75,2.6773790654383207,1.6351767721859175e-05,0.6557229480215353,86.79873345844194,97.85256150036535,1639499160.4586802
76,2.657289255606501,1.5280537256350847e-05,0.6807931793329342,86.59170252620433,97.8038483396931,1639499642.288359
77,2.53561616571326,1.424455758810748e-05,0.6424990771139482,86.79467402900534,97.78761061946902,1639500125.1052384
78,2.538192587463479,1.3244851103986332e-05,0.6455575048396017,86.93675408034663,97.8850369408135,1639500607.953812
79,2.5695133554308036,1.2282404393591171e-05,0.6474898767962978,86.95299180119012,97.82008605991719,1639501090.5422268
80,2.574232790030931,1.1358167275627581e-05,0.6458283052957802,87.09913128258744,97.92157181131769,1639501572.4030797
81,2.65456201998811,1.0473051860546476e-05,0.6586793151741496,87.04229926242257,97.90533409109361,1639502054.9468358
82,2.637174615734502,9.627931650401273e-06,0.6427276182689575,87.1356661530916,97.91751238126167,1639502538.6038852
83,2.598300339359986,8.823640676806756e-06,0.6469194753376938,87.15596330337172,97.90533409171303,1639503020.878214
84,2.5983754772888985,8.060972677850686e-06,0.6546352467308902,87.09913128258744,97.94998782170983,1639503503.1187193
85,2.5647164081272327,7.340680314769979e-06,0.6465493100237477,87.19249817387589,97.94998782170983,1639503985.7409484
86,2.5929053049338493,6.663474429165052e-06,0.6375198531501177,87.16002273342774,97.87285865064545,1639504468.2243958
87,2.5778065951246965,6.030023341484935e-06,0.6292888037113339,87.29804335595183,97.90127466165701,1639504950.9477758
88,2.549744924432353,5.440952191475684e-06,0.6446546582594179,87.20061703460736,97.91345295182506,1639505434.1917245
89,2.638018868471447,4.896842321242953e-06,0.6469045101536495,87.24121133454814,97.92157181131769,1639505916.8116028
90,2.5744508348013224,4.398230701537477e-06,0.6369803533099578,87.30616221544446,97.95810668182187,1639506400.862012
91,2.5708210389865074,3.9456094018297955e-06,0.6377457382327272,87.28586506578378,97.94592839165381,1639506884.1246548
92,2.5555025778318705,3.5394251046970827e-06,0.6447005250619063,87.2939839252764,97.8647397905334,1639507366.7448232
93,2.546783092774843,3.180078665001381e-06,0.6488514112228018,87.38329138650884,97.95810668182187,1639507849.572737
94,2.5934616107689705,2.8679247142942526e-06,0.6353426269967322,87.38329138650884,97.93375010148576,1639508332.389183
95,2.5580933956723464,2.6032713108382548e-06,0.6397599925407973,87.4117073975204,97.93375010148576,1639508814.5545793
96,2.564500298939253,2.3863796355905896e-06,0.6371580723035236,87.37923195645283,97.96216611187789,1639509297.3415198
97,2.535508731478139,2.2174637344490802e-06,0.637673350349111,87.40764796684496,97.93780953154177,1639509779.980735
98,2.5373617034209404,2.0966903070146933e-06,0.6329537871945279,87.44824226740516,97.94186896159779,1639510262.766981
99,2.5234652161598206,2.0241785420791513e-06,0.6369095907840789,87.4563611275172,97.96216611187789,1639510745.2710786
100,2.5974707791679785,2e-06,0.6389946274394638,87.43200454718108,97.98652269221401,1639511217.9859664
101,2.5002742425391546,2e-06,0.6435797021520053,87.38329138650884,97.93780953154177,1639511684.5622683
102,2.531953537150433,2e-06,0.638778712539072,87.4766582777973,97.96622554193391,1639512150.99442
103,2.554947886027788,2e-06,0.6456362554041163,87.415766826957,97.97028497198993,1639512617.2746122
104,2.539724431539837,2e-06,0.6324424536146688,87.5375497286376,98.00276041243809,1639513083.567578
