epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5
0,6.211186776186693,"[1.2000000000000002e-07, 1.2000000000000002e-07]",5.4268559069727305,0.5005177770107008,2.623403520883673
1,5.722964935761722,"[6.108000000000001e-06, 6.108000000000001e-06]",5.329803730151881,0.44874007594062826,2.329996548153262
2,5.393812781349223,"[1.2096000000000002e-05, 1.2096000000000002e-05]",5.304660532447359,0.535036244390749,2.433551950293407
3,5.35982066934759,"[1.8084e-05, 1.8084e-05]",5.296036309112876,0.5177770107007249,2.865032792544011
4,5.344581944419739,"[2.4072000000000003e-05, 2.4072000000000003e-05]",5.291543514842941,1.0010355540214015,3.6416983085950982
5,5.336605422637042,"[3.0060000000000004e-05, 3.0060000000000004e-05]",5.283276611580946,0.6903693476009665,3.7625129444252674
6,5.328951426368346,"[3.6048000000000005e-05, 3.6048000000000005e-05]",5.2466533267172935,1.156368657231619,7.386952019330342
7,5.286977697821224,"[4.203600000000001e-05, 4.203600000000001e-05]",4.721306523990335,6.6965826717293755,23.213669313082498
8,4.870117699398714,"[4.8024000000000006e-05, 4.8024000000000006e-05]",2.855224019459786,39.60994131860545,72.07455988954091
9,4.417717764721835,"[5.4012000000000004e-05, 5.4012000000000004e-05]",2.014401010204522,57.69761822575078,87.74594408008285
10,4.084976342272631,"[5.4385099634623463e-05, 5.4385099634623463e-05]",1.445273734143079,68.96789782533655,92.68208491542975
