epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.328241088173606,5.358840799183528,0.535036244390749,2.640662754573697
1,5.329668175090443,5.286919536531322,0.9147393855712806,3.727994477045219
2,5.257651892575351,5.029122704014434,3.8660683462362186,13.669313085132687
3,5.05349232933738,4.275456478894477,18.760787020397878,48.377632039721604
4,4.617924560200084,3.547458248875822,33.327580256753436,70.2105626246828
5,4.388260321183638,2.9559140713987655,45.02934068673884,80.51432514816142
6,4.191326769915494,2.4309243848087627,56.95547115864489,88.52260959086684
7,4.037585561925715,2.13004562794689,58.56057988391648,90.075940622969
8,3.809821909124201,1.807743400469047,65.0327925571788,92.37141870374222
9,3.7165447798642246,1.6986691203658895,63.60027613193774,91.33586468234077
10,3.5215885639190674,1.4183636398450399,68.93337933162101,93.63134276838109
11,3.5793922380967573,1.3477154881698246,70.76285810803067,94.14911977908181
12,3.423383344303478,1.2425774089583126,71.10804278183114,94.20089747488478
13,3.4275661381808193,1.10728671800115,74.7842595736076,95.44356230056653
14,3.4208884022452613,1.0302713651841453,76.23403518776833,95.06385915938598
15,3.6226584044369785,1.0406570530036503,74.40455641662577,95.32274767000345
16,3.286133137616244,0.9333613864462829,78.66758714332883,95.61615464273386
17,3.096412875435569,0.9059530569842901,77.3213669550102,95.96133931126725
18,3.241321997209029,0.8927870867044135,77.9254400946578,95.94408007757723
19,3.278234936974265,0.8483483432530122,79.63410426420634,95.9268208438872
20,3.546059348366477,0.8416586300814033,80.03106660484075,96.32378322402485
21,3.1101981726559726,0.8166272026796279,80.91128752303197,96.27200552295479
22,3.1739027066664263,0.7877127464203576,80.08284433487987,96.2202278218847
23,3.3311253894459116,0.777428974426735,80.91128752303197,96.427338626165
24,3.006073323163119,0.7487003933078962,81.25647219683246,96.66896789782534
25,3.028611660003662,0.7565656197782957,81.65343460593917,96.51363478934802
26,2.9943216063759546,0.735981350042592,82.03313771288354,96.51363479461511
27,3.2641751982949,0.7313837656943519,82.01587847919352,96.66896789782534
28,2.959312980825251,0.7514142062814638,81.77424920226608,96.3583016914049
29,3.0851059610193428,0.7171605791578961,82.361063152994,96.7207455988954
30,2.9366577538576992,0.7243852822542767,82.30928549142719,96.47911632196796
31,2.764601230621338,0.6908118371454074,83.4311356365084,96.84156023472558
32,2.9832735711878,0.723469242973084,82.17121162190699,96.58267172410811
33,2.7483806284991177,0.6801890498981996,82.9996547889907,96.8588194631485
34,2.8681155768307773,0.712561763398681,83.31032100594534,96.75526406627546
35,2.9053546732122246,0.6701284496381771,84.19054192413657,96.75526406100836
36,2.879214958711104,0.6765371840967982,83.24128407118523,96.91059716421857
37,2.573703570799394,0.6490080820040988,84.34587502734678,97.03141180004874
38,2.932706594467163,0.671416943057636,83.81083878295604,96.87607869683853
39,2.8074303323572334,0.6928605883747782,84.24231962520663,96.84156023472558
40,2.8036721619692715,0.6566606428156567,85.19157747815797,97.15222643587892
41,2.5432262420654297,0.712060807715789,84.0352088604296,96.89333793052855
42,2.544445753097534,0.6510658766592129,84.38039349999393,97.08318950638592
43,2.9952322353016245,0.6221552302724623,85.38142904874823,97.25578184328616
44,2.8219457106156782,0.6541783332536663,84.55298583162707,96.8588194684156
45,2.6759532581676138,0.6458121429528292,84.84639284386074,96.73800482731833
46,2.625309770757502,0.6616517325125771,84.38039353423008,96.82430099576845
47,2.5999247160824863,0.6408391075172135,84.72557819749636,96.96237486528865
48,2.4803352030840786,0.6390955179034737,85.15705905028118,96.9278563979086
49,2.632371664047241,0.6611801495130695,85.208836711848,96.8588194631485
50,2.6555619456551294,0.6493595873112098,85.05350360863777,96.96237486528865
51,2.4734259843826294,0.6360251952501507,85.22609594553802,96.91059716421857
52,2.489853100343184,0.6440402004156682,85.27787364660809,96.96237486528865
53,2.722913135181774,0.6323514090948036,85.58853985302852,97.13496720218889
54,2.585993853482333,0.6558356649677302,85.55402138564847,96.8588194631485
55,2.3861824815923516,0.6244532591337001,85.17431824446794,96.94511563159863
56,2.56819131157615,0.6551483797232859,85.51950292353553,96.89333793579566
57,2.6353668733076616,0.6317250456610836,85.86468759733602,97.0659302674288
58,2.634203564036976,0.6231295865776212,85.76113218992876,96.97963409897866
59,2.546591888774525,0.615485221240123,86.20987227113649,97.25578183801906
60,2.434342536059293,0.6337340489971173,86.14083537061255,97.08318950111881
61,2.371163173155351,0.6495110240112637,86.48602000490978,97.25578183801906
62,2.5880950580943716,0.6251820905849692,85.81290989099884,97.04867103373877
63,2.3960683562538843,0.6138482426708223,85.96824299420905,97.13496720218889
64,2.5635737722570244,0.6221750026371383,86.08905763003922,97.13496720218889
65,2.264952941374345,0.6241697523566744,86.22713149955942,97.23852260432903
66,2.4660208225250244,0.6182598814826034,86.60683464600704,97.37659647911633
67,2.41191122748635,0.6213936752436858,86.5377977454831,97.27304107170909
68,2.301758581941778,0.619945165450136,85.89920605944896,97.2903003053991
69,2.4716337702491065,0.6287826757143808,86.24439073851654,97.01415256635872
70,2.4255382364446465,0.6429293974951131,86.22713149955942,97.20400413694898
71,2.2829692472111094,0.6300603841599572,86.58957541231703,97.10044873480884
72,2.3830992850390347,0.615782465324099,86.52053850652598,97.15222643587892
73,2.2083025737242266,0.6083042491169522,86.48602004441302,97.03141180531584
74,2.235596841031855,0.6143947260973163,86.6068346802432,97.10044874007595
75,2.188836867159063,0.6183724983585346,86.36520540331576,97.15222643587892
76,2.433664181015708,0.6186597714104816,86.58957540704992,97.04867103373877
77,2.3270141536539253,0.6189196931110155,86.50327927810305,97.08318950111881
78,2.271862344308333,0.6143213989901716,86.69313080919007,97.08318950111881
79,2.356017156080766,0.6140610487410888,86.98653778192048,97.15222643587892
80,2.356575911695307,0.6414889555616052,86.34794617489284,97.01415256635872
81,2.4968842701478438,0.6110454997318466,86.58957540704992,97.04867103900587
82,2.345616243102334,0.605377437062703,86.72764931607337,97.15222643587892
83,2.1987988515333696,0.6147784637425495,86.77942697764018,97.13496720745599
84,2.2573191035877573,0.6068086836269736,86.91750088666363,97.25578183801906
85,2.2595212893052534,0.6061922987658771,86.86572314609032,97.15222643587892
86,2.3075831586664375,0.609002466320292,86.86572314609032,97.18674490852607
87,2.2630660750649194,0.6094459544225607,87.07283398987386,97.22126337063901
88,2.2443067594008013,0.6103475938223542,86.95201935404368,97.18674490325895
89,2.359591321511702,0.6110666034178031,86.77942701714345,97.23852260432903
90,2.3947121663527056,0.6156807969799114,86.96927854823046,97.23852260432903
91,2.400659203529358,0.6153740738851267,86.88298241928359,97.30755954435622
92,2.2695403315804223,0.608293518470327,86.83120471821351,97.25578183801906
93,2.1966863003644077,0.6122196507445689,86.96927854823046,97.25578183801906
94,2.198567748069763,0.6097695753415535,86.81394548452349,97.22126337063901
95,2.239144444465637,0.6089102028154446,86.81394548452349,97.18674490325895
96,2.0973006053404375,0.6041162825881674,86.88298237978033,97.25578183801906
97,2.1772316802631724,0.6059509641473195,86.81394544502024,97.27304107170909
98,2.399060758677396,0.6086643674392556,86.90024161347036,97.22126337063901
99,2.257689432664351,0.6098472475594062,86.84846395190354,97.25578183801906
100,2.351866527037187,0.6086508383782189,86.93476012035366,97.25578183801906
101,2.32982861995697,0.6099322361085264,86.81394548452349,97.18674490325895
102,2.223744424906644,0.6119721597706732,86.9002416529736,97.22126337063901
103,2.0985370007428257,0.6093029943177484,86.81394544502024,97.20400413694898
104,2.2969935590570625,0.6107535630536565,86.72764927657012,97.16948566956894
