epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5,time
0,5.7486954835745,"[2e-07, 2e-07]",4.876007065850816,0.9673659673659674,5.186480186480186,1638934631.8443868
1,5.065992624331743,"[1.0179999999999999e-05, 1.0179999999999999e-05]",4.79124053030303,1.118881118881119,5.594405594405594,1638934910.5171454
2,4.8466069637200775,"[2.016e-05, 2.016e-05]",4.772732736013986,1.9580419580419581,7.3076923076923075,1638935192.727896
3,4.819478499583709,"[3.014e-05, 3.014e-05]",4.678188738344988,5.827505827505828,16.11888111888112,1638935472.6747823
4,4.4128444989522295,"[4.0119999999999995e-05, 4.0119999999999995e-05]",1.7753109520687647,66.3986013986014,95.67599067599068,1638935752.5051827
5,3.5464329475011582,"[5.009999999999999e-05, 5.009999999999999e-05]",0.9486608687536422,79.68531468531468,98.36829836829837,1638936031.0317302
6,3.266289411446987,"[6.0079999999999994e-05, 6.0079999999999994e-05]",0.7681071532634033,83.88111888111888,98.6946386946387,1638936309.5266733
7,3.1648333133795323,"[7.006e-05, 7.006e-05]",0.7216383144849942,83.84615384615384,98.85780885780886,1638936588.0068097
8,2.9858501874483547,"[8.004e-05, 8.004e-05]",0.6596939762711247,84.04428904428904,98.84615384615384,1638936868.1582484
9,3.099743292881892,"[9.002e-05, 9.002e-05]",0.6594271288607226,84.66200466200466,98.77622377622377,1638937150.8502507
10,3.020799404535538,"[9.760176929846253e-05, 9.760176929846253e-05]",0.6598083638366842,84.53379953379954,98.61305361305361,1638937431.666739
11,2.9340146627181616,"[9.710315767875706e-05, 9.710315767875706e-05]",0.6815364241877914,85.17482517482517,98.61305361305361,1638937712.8252077
12,2.8720481609686828,"[9.655904780852432e-05, 9.655904780852432e-05]",0.6332693673513986,85.18648018648018,98.77622377622377,1638937995.7476077
13,2.887144394409962,"[9.596997665851508e-05, 9.596997665851508e-05]",0.592452810861014,85.68764568764568,98.9044289044289,1638938277.4894106
14,2.9183657658405795,"[9.533652557083496e-05, 9.533652557083496e-05]",0.6248932382721445,85.8974358974359,98.85780885780886,1638938559.637023
15,2.77400890374795,"[9.465931968523003e-05, 9.465931968523003e-05]",0.5860419853583916,86.03729603729603,98.84615384615384,1638938842.0714722
16,2.747154880792667,"[9.393902732214931e-05, 9.393902732214931e-05]",0.5926724805142773,85.72261072261072,98.98601398601399,1638939123.7974896
