epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.363361488689076,5.342123856575768,0.3106662064204349,2.347255781843286
1,5.281196594238281,5.1005188557128065,3.486365205384881,11.995167414566794
2,4.977604302493009,3.717901870469451,25.975146703486367,57.26613736506532
3,4.436879244717685,2.316200622411115,53.45184673010418,84.34587502207968
4,3.731760111722079,1.6333518510528133,66.55160512716802,91.33586468234077
5,3.752294822172685,1.2780604127114257,73.5761131995046,93.99378667587159
6,3.42804969440807,1.1107880997583708,74.62892645459608,94.356230578095
7,3.5827729485251685,1.1342508818389714,76.97618223643937,95.37452537107353
8,3.237583637237549,1.0102368829823956,77.06247839962239,95.61615464273386
9,3.3477828069166704,0.888915509983388,78.59855020856874,95.99585778391439
10,3.3788130283355713,0.8591669284766569,79.5650673057443,95.80600621332412
11,3.1044798764315518,0.8768189614256127,79.82395580056046,96.47911632723508
12,3.069197351282293,0.8940591492815844,80.72143595244171,95.75422851225406
13,2.9946248748085718,0.786581063789049,80.7904728872018,96.51363479461511
14,3.166796554218639,0.7545281891827753,81.65343456643592,96.7207455988954
15,3.042017925869335,0.8681124870555748,82.53365549516134,96.7207455988954
16,2.800602847879583,0.67285114113199,83.18950637011517,96.78978253365551
17,3.080835364081643,0.8959397989838627,83.46565410915555,96.7207455988954
18,2.9772310690446333,0.7826420313578702,83.58646875551992,96.73800483258543
19,2.78753417188471,0.7705962997821022,83.77632032084308,96.9968933379358
20,2.670735467563976,0.723915550434717,83.22402484276232,96.75526406100836
21,2.6388767849315298,0.764769454392475,83.67276491870294,96.94511563686572
22,2.798465273597024,0.6793718110869003,83.32758023963535,96.61719019675526
23,2.9436632719906894,0.7352819525047463,84.70831894010439,96.89333793579566
24,2.758184237913652,0.731897271827537,85.2778736571423,96.96237487055575
25,2.684872952374545,0.6444415828874698,84.77735590910063,97.23852260959613
26,2.796324361454357,0.676310151126165,84.74283740748444,97.15222644114601
27,2.7008678913116455,0.7347282749395927,85.01898514125773,97.16948567483604
28,2.6290040016174316,0.6834634630113048,84.501208130557,96.80704176734552
29,2.5874964757399126,0.7323467029470142,84.93268897280761,96.53089402830514
30,2.7381177815524014,0.651083016914049,84.88091127700463,96.9968933379358
31,2.4440172152085737,0.6368744876164998,85.5712806246056,96.9278564031757
32,2.524889187379317,0.6891431666918364,85.3641698150582,96.75526406627546
33,2.5167505632747305,0.7606400478943734,85.31239211398814,96.9278564031757
34,2.419865694912997,0.7206562688772868,85.31239211925524,96.80704176734552
35,2.50353986566717,0.6630111868150241,84.74283740748444,96.73800483258543
36,2.5595588900826196,0.7235913498878149,85.6403175593657,96.9278564031757
37,2.4349277344616977,0.728107487945504,85.31239211925524,96.77252329996548
38,2.508809133009477,0.7186906713841905,85.51950292353553,96.66896789782534
39,2.547034176913175,0.7315062423142475,85.03624438021485,96.70348636520538
40,2.2717878818511963,0.6937118072035726,85.27787365187518,96.91059716948567
41,2.5632483417337593,0.6949677366942095,85.83016912995596,96.97963410424578
42,2.2830726233395664,0.6742966862271316,85.4332067603525,96.94511563686572
43,2.5279438387263906,0.683431776136952,85.81290989626594,96.9968933379358
44,2.286600795659152,0.6995646088626165,85.5022436951126,96.94511563686572
45,2.329898335716941,0.7089321253667588,84.53572660320415,96.51363479461511
46,2.1456779458306054,0.7122450892086641,85.38142905401533,96.63444943044529
47,2.37523014978929,0.7237391657857266,85.74387296150584,96.84156023472558
48,2.3558084314519707,0.7093607409065412,86.0717984016163,96.82430100103555
49,2.233668554912914,0.689820052263117,85.43320675508541,96.80704176207843
50,2.352780808102001,0.7042740705632983,85.72661372781582,96.77252329996548
51,2.334059466015209,0.704425847320504,86.08905763530632,96.72074559362831
52,2.275998581539501,0.6748512065283051,85.84742836364599,96.77252329996548
53,2.260218772021207,0.6903167608733172,85.89920606471605,96.80704176207843
54,2.172443530776284,0.6580022167328271,86.2789092058966,96.8588194684156
55,2.280828129161488,0.7339224507572488,85.93372453209611,96.82430100103555
56,2.247372638095509,0.6833866897598809,86.15809457006642,96.94511563686572
57,2.210505333813754,0.6639967665904384,86.19261303744646,96.84156023472558
58,2.2112809961492363,0.7080570282835692,86.20987227113649,96.91059716948567
59,2.1428225582296196,0.7360943500280462,86.29616843958661,96.94511563686572
60,2.0929063233462246,0.6709144494843804,86.60683464600704,96.77252329996548
61,2.203823295506564,0.6940414855346048,86.31342767327664,96.91059716948567
62,2.38371940092607,0.6557400604342855,85.96824299947616,96.84156023472558
63,2.3056637157093394,0.6585837045866414,86.4342423091068,97.04867103900587
64,2.081563808701255,0.6944026821927857,86.24439073324945,96.9968933379358
65,2.064640998840332,0.6781527934339403,86.91750085242748,97.11770797376596
66,2.0586436119946567,0.6792577889033914,86.41698307014968,96.94511563686572
67,2.0635036013343115,0.6607183549253538,86.83120467871026,97.08318950638592
68,1.9574055454947732,0.689859829403262,86.90024161347036,97.08318950638592
69,2.042083501815796,0.6867858654966345,86.91750084716038,97.08318950638592
70,2.073094064539129,0.6921452452159561,86.83120468397736,97.01415257162581
71,1.969186631116,0.6879013951663359,86.46876077648686,97.0659302726959
72,2.295130491256714,0.6894063531508888,87.12461165670777,97.04867103900587
73,2.0871294845234263,0.6432922595033655,87.1418708903978,97.15222644114601
74,2.092531821944497,0.6535358843739213,87.19364859146788,97.0659302726959
75,2.10020696033131,0.673301077893079,87.05557472194768,97.11770797376596
76,1.9644831202246926,0.6835362754034345,87.21090782515789,96.96237487055575
77,2.053024270317771,0.6726641380091474,87.26268552622797,96.9968933379358
78,2.0796589743007314,0.6830714222147911,87.15913012408782,97.15222644114601
79,2.0101753148165615,0.685465888068476,86.74490851552724,96.97963410424578
80,2.2360693541440098,0.6922909542738177,87.29720399360802,97.0659302726959
81,2.056916507807645,0.6867835058357784,87.02105625456763,96.9968933379358
82,2.073532754724676,0.6748899723852261,87.12461165670777,97.01415257162581
83,1.9451821392232722,0.6618838588410425,87.02105625456763,97.10044874007595
84,2.1059562292965976,0.6814097153305143,87.0037970208776,97.03141180531584
85,1.9875501827760176,0.6741030254897308,87.1418708903978,97.16948567483604
86,1.8972449627789585,0.6538526688438471,87.12461165670777,97.16948567483604
87,1.9610253138975664,0.6680828564571109,87.03831548825765,97.25578184328616
88,2.0217293826016514,0.6836565338334916,87.12461165670777,97.20400414221609
89,1.9727775725451382,0.6686738672279513,87.24542629253794,97.0659302726959
90,2.098514968698675,0.6759778603134708,87.03831548825765,97.03141180531584
91,2.021036917513067,0.6702428731500258,87.19364859146788,97.13496720745599
92,2.107555400241505,0.6688900290170866,87.15913012408782,97.08318950638592
93,1.9442623528567227,0.6714918079316966,87.0728339556377,97.10044874007595
94,1.924604979428378,0.6730209524400241,87.0728339556377,97.08318950638592
95,2.070018757473339,0.6748212051259924,87.09009318932773,97.10044874007595
96,2.125222693790089,0.671997112449301,87.10735242301774,97.04867103900587
97,1.9586992805654353,0.6666475084678115,87.15913012408782,97.0659302726959
98,1.9122491858222268,0.663937100880221,87.34898169467809,97.13496720745599
99,2.029906056144021,0.6733961385161373,87.19364859146788,97.08318950638592
100,2.0723079442977905,0.6785635429700984,87.24542629253794,97.11770797376596
101,1.9404035698283801,0.6737809317828788,87.40075939574817,97.0659302726959
102,1.822307662530379,0.6689107603231792,87.41801862943818,97.04867103900587
103,1.9861113158139316,0.6720660482557387,87.38350016205814,97.10044874007595
104,2.0214117115194146,0.6676742137610028,87.40075939574817,97.11770797376596
