epoch,train_loss,train_lr,eval_loss,eval_top1,eval_top5,time
0,5.637776094324448,3.5e-07,5.492698598130841,0.2531152647975078,2.959501557632399,1639281143.506693
1,5.442332183613496,7.315e-06,5.318584501557632,1.6939252336448598,5.315420560747664,1639281284.3880775
2,5.325432721306296,1.428e-05,5.156529887071651,3.446261682242991,9.423676012461058,1639281425.370028
3,5.218745904810288,2.1245e-05,5.049101927570093,3.446261682242991,12.22741433021807,1639281565.9591928
4,5.176548256593592,2.821e-05,4.929602316978193,4.945482866043614,14.330218068535826,1639281706.5154817
5,5.147970928865321,3.5175e-05,4.74987222546729,5.568535825545172,19.11993769470405,1639281846.971505
6,4.940400263842414,4.2140000000000006e-05,4.089439130646418,20.77492211838006,41.296728971962615,1639281988.064641
7,4.657061520744772,4.9105000000000005e-05,2.9780486395054515,38.55140186915888,67.9322429906542,1639282128.5867422
8,4.35173944865956,5.6070000000000004e-05,2.341968762169003,47.23520249221184,80.64641744548287,1639282268.9533885
9,4.117515101152308,6.3035e-05,1.9335831021222742,56.54205607476636,86.6822429906542,1639282409.5115914
10,3.7818418390610637,6.837262916681385e-05,1.5440905799746885,64.42757009345794,91.23831775700934,1639282549.7534897
11,3.81813224624185,6.8034285567728e-05,1.400783835913162,65.51791277258567,92.28971962616822,1639282690.1111755
12,3.5519717581131878,6.766506815578436e-05,1.1699355651285046,71.20327102803738,95.13239875389408,1639282830.4031177
13,3.4451953242806828,6.726534130399237e-05,1.1590579974688473,70.93068535825545,95.3076323987539,1639282970.8455822
14,3.446965077344109,6.683549949449514e-05,1.092701944606698,71.51479750778816,95.61915887850468,1639283111.2324612
15,3.2323578666238224,6.637596692926322e-05,0.9766005281347352,74.84423676012462,96.65109034267913,1639283251.6973295
16,3.2382652759552,6.588719711145845e-05,0.9324460608936916,75.0778816199377,97.09890965732087,1639283391.8690598
17,3.030765505398021,6.536967239788113e-05,0.8823188948111371,77.00545171339564,97.44937694704049,1639283532.5731802
18,3.0160350799560547,6.4823903522942e-05,0.8371216961156542,77.297507788162,97.60514018691589,1639283673.1044238
19,2.963838647393619,6.425042909462916e-05,0.8352005147488317,78.71884735202492,97.68302180685359,1639283813.6514487
20,2.971427693086512,6.364981506296699e-05,0.7747760903426791,78.52414330218069,97.74143302180686,1639283953.8744993
21,3.0809146937202003,6.302265416149169e-05,0.8125121690031153,79.4392523364486,97.95560747663552,1639284094.571266
22,3.0524824086357567,6.236956532229498e-05,0.8030690225856698,80.00389408099689,98.13084112149532,1639284234.7016594
23,2.8541524971232697,6.169119306521277e-05,0.7396244037188473,80.78271028037383,98.3644859813084,1639284375.0967827
24,2.771935869665707,6.0988206861761925e-05,0.7951690578757789,80.60747663551402,98.07242990654206,1639284515.4685984
25,2.793295565773459,6.026130047445269e-05,0.7545185029692367,80.93847352024922,98.26713395638629,1639284655.7239113
26,2.875395620570463,5.9511191272128886e-05,0.7350602669879284,81.1721183800623,98.20872274143302,1639284796.6030078
27,2.7597506887772503,5.8738619522011415e-05,0.719102140527648,81.79517133956386,98.0334890965732,1639284937.55754
28,2.652166661094217,5.7944347659143925e-05,0.6770392206970405,83.0607476635514,98.3644859813084,1639285078.0230517
29,2.9078422574435963,5.712915953396146e-05,0.6526890454633957,83.29439252336448,98.38395638629284,1639285218.4569688
30,2.8097431519452263,5.629385963872473e-05,0.6701956775700935,83.39174454828661,98.30607476635514,1639285358.8283927
31,2.548849996398477,5.543927231358334e-05,0.6737520687305296,83.37227414330218,98.40342679127725,1639285499.3587065
32,2.7485829802120434,5.4566240933051625e-05,0.6630920220015576,83.48909657320873,98.5202492211838,1639285639.8213506
33,2.7535858154296875,5.3675627073699834e-05,0.6034338645103193,84.30685358255452,98.5202492211838,1639285780.5815196
34,2.7372578312368954,5.276830966388202e-05,0.6426671108352804,83.97585669781931,98.38395638629284,1639285921.424428
35,2.498941694988924,5.184518411633992e-05,0.6311601775457555,84.15109034267913,98.63707165109034,1639286062.046486
36,2.658345110276166,5.090716144453866e-05,0.6527289750048676,83.68380062305296,98.61760124610592,1639286202.811104
37,2.557661582441891,4.9955167363606445e-05,0.6427743501752337,84.38473520249221,98.57866043613707,1639286343.6226833
38,2.5653467178344727,4.8990141376765536e-05,0.6499107099396417,84.11214953271028,98.46183800623054,1639286484.205243
39,2.6441473960876465,4.8013035848155935e-05,0.6173639505451713,84.15109034267913,98.42289719626169,1639286624.5971544
40,2.496080146116369,4.702481506296699e-05,0.6284065603095794,84.73520249221184,98.53971962616822,1639286765.3009744
41,2.533777629627901,4.602645427580437e-05,0.6408554504964953,85.10514018691589,98.55919003115265,1639286906.1091123
42,2.411294292001163,4.501893874823141e-05,0.6124469127239096,85.5334890965732,98.55919003115265,1639287046.2327986
43,2.5722291539697086,4.400326277643504e-05,0.6258115203952492,85.35825545171339,98.63707165109034,1639287186.673405
44,2.422891111934886,4.298042870997534e-05,0.632907570336838,85.16355140186916,98.69548286604362,1639287327.2495143
45,2.501257629955516,4.195144596258767e-05,0.5931438315323209,86.23442367601245,98.65654205607477,1639287468.2327087
46,2.474212653496686,4.0917330016013115e-05,0.6060635100272586,85.5334890965732,98.53971962616822,1639287608.9883907
47,2.426999428692986,3.987910141784059e-05,0.6332490629867601,85.6113707165109,98.53971962616822,1639287749.4015555
48,2.3179598135106705,3.8837784774349666e-05,0.6031467520930686,85.59190031152647,98.57866043613707,1639287889.5804956
49,2.387348581762875,3.7794407739347756e-05,0.5945326190128505,85.57242990654206,98.48130841121495,1639288030.3318808
50,2.267708378679612,3.674999999999999e-05,0.5737840884199766,85.6892523364486,98.55919003115265,1639288170.8208325
51,2.4949198610642376,3.570559226065223e-05,0.6202023705218068,85.8644859813084,98.55919003115265,1639288311.0744524
52,2.4336181388181797,3.4662215225650325e-05,0.5948839989778038,86.19548286604362,98.42289719626169,1639288451.2440064
53,2.4970866862465355,3.362089858215939e-05,0.585536683459891,85.90342679127725,98.59813084112149,1639288592.044808
54,2.4378416818730972,3.258266998398688e-05,0.5781299436575156,85.76713395638629,98.5202492211838,1639288732.6513543
55,2.3263633671928856,3.154855403741232e-05,0.5836067556220794,86.39018691588785,98.75389408099689,1639288873.4019608
56,2.392706969205071,3.051957129002465e-05,0.5853860920463395,86.39018691588785,98.63707165109034,1639289014.3093302
57,2.322554756613339,2.9496737223564964e-05,0.5717545268691588,86.09813084112149,98.63707165109034,1639289154.6616473
58,2.3150855443056892,2.8481061251768574e-05,0.5809923213590342,85.92289719626169,98.5202492211838,1639289295.0223389
59,2.377081401207868,2.7473545724195626e-05,0.5828876435942367,86.11760124610592,98.53971962616822,1639289435.3509824
60,2.4193474965936996,2.6475184937033006e-05,0.5880161178446262,86.07866043613707,98.59813084112149,1639289575.6433191
61,2.4462210921680225,2.548696415184406e-05,0.5756820726246106,85.84501557632399,98.59813084112149,1639289716.087826
62,2.478658016990213,2.4509858623234465e-05,0.5875285971573209,86.52647975077882,98.67601246105919,1639289856.4488523
63,2.1744523960001327,2.354483263639354e-05,0.590231636974299,86.64330218068535,98.61760124610592,1639289997.044019
64,2.2851175560670742,2.2592838555461332e-05,0.580669082213785,86.91588785046729,98.71495327102804,1639290137.542689
65,2.3520879184498504,2.1654815883660067e-05,0.5629259151090342,86.50700934579439,98.63707165109034,1639290277.5966463
66,2.181842053637785,2.073169033611796e-05,0.5528956142912772,86.46806853582555,98.75389408099689,1639290418.4489818
67,2.291822307250079,1.982437292630015e-05,0.574116074036215,86.4291277258567,98.57866043613707,1639290559.44729
68,2.2214832726646874,1.8933759066948352e-05,0.5780329719139408,86.74065420560747,98.61760124610592,1639290699.9778557
69,2.2636176487978767,1.806072768641665e-05,0.5588333272488317,86.70171339563863,98.65654205607477,1639290840.6672223
70,2.2313262434566723,1.720614036127527e-05,0.5583169051791277,86.60436137071652,98.55919003115265,1639290981.4167008
71,2.2706397982204662,1.6370840466038526e-05,0.5558846256814641,86.79906542056075,98.50077881619937,1639291122.1716492
72,2.1973037789849674,1.5555652340856063e-05,0.5490068572332555,87.0132398753894,98.61760124610592,1639291262.5133097
73,2.2691882428000953,1.4761380477988579e-05,0.5578126521125389,86.64330218068535,98.5202492211838,1639291403.0064077
74,2.301567316055298,1.39888087278711e-05,0.5590029327297508,87.0132398753894,98.73442367601245,1639291543.5879602
75,2.248106409521664,1.3238699525547296e-05,0.5605499172507789,87.11059190031153,98.55919003115265,1639291684.2009578
76,2.2826168537139893,1.2511793138238073e-05,0.5621805636682243,86.64330218068535,98.67601246105919,1639291824.6164331
77,2.1548377205343807,1.1808806934787218e-05,0.5711301048968068,86.6822429906542,98.59813084112149,1639291965.0890903
78,2.2333377529593075,1.113043467770501e-05,0.5599597205996885,87.1690031152648,98.59813084112149,1639292105.6232762
79,2.2725596287671257,1.0477345838508293e-05,0.5606518326518691,87.0911214953271,98.65654205607477,1639292245.981844
80,2.1324679991778206,9.850184937033e-06,0.5484596323744159,87.13006230529595,98.55919003115265,1639292386.725452
81,2.2825565408257877,9.249570905370822e-06,0.5530332761390186,87.20794392523365,98.53971962616822,1639292527.5881732
82,2.273198092685026,8.676096477058006e-06,0.5563409632982866,87.0132398753894,98.5202492211838,1639292668.3852286
83,2.1798382296281704,8.130327602118869e-06,0.5477960414232866,87.1690031152648,98.57866043613707,1639292809.2524443
84,2.278907299041748,7.612802888541536e-06,0.5689328392718068,87.1690031152648,98.50077881619937,1639292949.6430635
85,2.303988961612477,7.12403307073677e-06,0.5488593080704829,87.03271028037383,98.59813084112149,1639293090.0515432
86,2.2497031057582184,6.664500505504856e-06,0.5523050373588395,87.26635514018692,98.61760124610592,1639293230.599323
87,2.1765451010535743,6.234658696007634e-06,0.548346308532905,87.36370716510903,98.5202492211838,1639293371.3039844
88,2.187474012374878,5.8349318442156424e-06,0.549920293029595,87.34423676012462,98.5202492211838,1639293511.650935
89,2.116898943396176,5.465714432272003e-06,0.5504701798578661,87.22741433021807,98.65654205607477,1639293652.2839634
90,2.2569514863631306,5.127370833186145e-06,0.5549544575058412,87.40264797507788,98.67601246105919,1639293792.877768
91,2.156148545882281,4.820234951241647e-06,0.5506154473325545,87.34423676012462,98.69548286604362,1639293933.1327515
92,2.159545617945054,4.54460989247302e-06,0.5592919465537384,87.36370716510903,98.55919003115265,1639294073.5732856
93,2.2174612634322224,4.300767665536652e-06,0.5535854446553738,87.46105919003115,98.57866043613707,1639294214.2345424
94,2.292252954314737,4.0889489132711e-06,0.5548852463006231,87.07165109034268,98.59813084112149,1639294354.8836992
95,2.192066332873176,3.909362675211673e-06,0.5465700143594237,87.63629283489097,98.65654205607477,1639294495.6369774
96,2.072390878901762,3.762186181293614e-06,0.5471427180685359,87.4221183800623,98.63707165109034,1639294636.3577027
97,2.080814095104442,3.64756467694759e-06,0.5507219261098131,87.34423676012462,98.57866043613707,1639294776.8043575
98,2.2740524376139923,3.5656112797599704e-06,0.5473488305588006,87.30529595015577,98.61760124610592,1639294916.9721029
99,2.172627834712758,3.5164068678394244e-06,0.5462931695385514,87.30529595015577,98.65654205607477,1639295057.9841447
100,2.1855871396906235,3.5e-06,0.5460068176839953,87.40264797507788,98.63707165109034,1639295198.3600957
101,2.205996169763453,3.5e-06,0.5450911001995716,87.53894080996885,98.57866043613707,1639295339.007225
