epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.343111298301003,5.340646679581631,0.6558508802209182,2.8822920259048415
1,5.332508737390691,5.28591769359669,0.9665170866413532,3.7625129444252674
2,5.295294458215887,5.154532042296952,2.77873662409389,8.508802209181912
3,5.190459294752642,4.74248630621123,9.99309630553641,29.754918886868758
4,4.913146192377264,4.144488403128063,20.00345184640881,53.79703141443886
5,4.634996024045077,3.639481894921384,34.39765274158461,70.64204348273469
6,4.3558048768477,3.167579217495324,46.306523987042894,80.08284430064371
7,4.216219771992076,2.7643169436653934,53.62443907161314,85.10528129917364
8,3.9416865435513584,2.4105457157606414,61.02865029632284,89.36831204167801
9,3.965474475513805,2.1231889453146593,64.34242319904362,91.12875387279338
10,3.8430365432392466,1.9212435641534007,63.979979262584074,91.31860545391784
11,3.7493899952281606,1.6454190981565033,70.59026578693172,94.11460131170176
12,3.569950819015503,1.467010091492584,72.64411458551041,94.9257852951329
13,3.713725523515181,1.3735817560953727,73.7141870848261,95.16741456679324
14,3.4040365002372046,1.2259388314389672,76.68277526897606,95.52985846901665
15,3.4972216216000644,1.1247039125588667,76.90714530167926,96.04763548498447
16,3.3046678846532647,1.0584418575106138,78.65032791490592,96.23748705557473
17,3.2766541567715732,0.9785767555401413,80.49706591447139,96.58267172937522
18,3.1979681795293633,0.9513238545817098,79.89299273005345,96.44459785985502
19,3.144230452450839,0.8827524636176113,81.60165687063294,96.89333793579566
20,3.0788205536929043,0.8552820574303187,81.65343457170302,96.66896789782534
21,2.974193139509721,0.8245966836095144,82.08491541395362,96.87607870210563
22,3.3267365152185615,0.7973011806581528,81.91232307178628,97.15222644114601
23,3.1118451031771572,0.7833621170980007,82.82706246262465,96.96237487055575
24,3.019604726271196,0.7532820736164466,83.25854330487526,97.13496720745599
25,2.850564804944125,0.7334640077117561,83.27580253329819,97.10044873480884
26,2.7680434530431572,0.7321229898542794,83.15498791326932,97.08318950638592
27,2.824755137616938,0.6995050676699379,83.8626164840261,97.23852260959613
28,2.9589283032850786,0.7003832639477604,83.39661716912835,97.04867103373877
29,2.9914454330097544,0.6769424168290786,84.0697272883064,97.10044874007595
30,2.994023713198575,0.6630630885419,84.12150499464357,97.2212633759061
31,2.8785946585915307,0.7002593868861825,83.03417327743915,96.97963410424578
32,2.9408022490414707,0.6571963362583507,84.53572659266995,97.15222644114601
33,2.9796273058111016,0.6477976978174933,84.36313429527296,97.11770796849886
34,2.7737824483351274,0.6325327330286601,84.5702450653171,97.0659302726959
35,2.912124352021651,0.6433185190939681,84.62202277165427,97.04867103900587
36,2.754224105314775,0.630715244827412,84.81187433697744,97.11770796849886
37,2.8080666932192715,0.6296655013720085,84.98446667914477,97.18674490852607
38,3.009945587678389,0.652342211451249,84.39765272841686,96.9968933379358
39,2.7932837226174096,0.6429522028659022,85.2433552187313,97.18674490325895
40,2.4516204487193716,0.600024932102372,85.60579908671855,97.3593372454263
41,2.995493000203913,0.6134913407669916,85.58853985829562,97.16948567483604
42,2.8023016452789307,0.5990397551675315,86.0717984016163,97.13496720745599
43,2.68283765966242,0.6196077213663458,85.43320675508541,97.23852260959613
44,2.765593398701061,0.6148877735174151,85.58853985829562,97.0659302726959
45,2.5429155176336113,0.6157223960840583,85.27787364660809,97.10044873480884
46,2.789570851759477,0.5968294198508093,85.58853985829562,97.25578183801906
47,2.6141437617215244,0.6120734846423238,86.1408353311093,97.03141180531584
48,2.680920893495733,0.611073143417604,86.1408353311093,97.39385571280636
49,2.619426228783347,0.6066007175999425,85.65757678778861,97.23852260959613
50,2.5395263216712256,0.5783412417214946,86.27890920062949,97.16948566956894
51,2.6900648312135176,0.5954194886543688,86.0717983963492,97.18674490325895
52,2.623079473322088,0.6059459502486307,86.24439073324945,97.25578184328616
53,2.368979714133523,0.6005483521216073,86.12357609741927,97.16948566956894
54,2.470846739682284,0.6073441252981666,85.93372452682901,97.16948567483604
55,2.484230236573653,0.6032116241729955,86.12357609741927,97.11770797376596
56,2.5634004202756016,0.5969134174855693,86.39972383645966,97.18674490852607
57,2.3833216320384634,0.597732398760578,86.69313080919007,97.27304107697618
58,2.6354433623227207,0.5889357953060073,86.33068690169956,97.27304107697618
59,2.4713929891586304,0.5943808586670688,86.05453916792628,97.23852260959613
60,2.484094337983565,0.5862338879950342,86.39972383645966,97.23852260959613
