epoch,eval_loss,eval_top1,eval_top5,train_loss,train_lr
0,5.300816307818433,0.6040731791508457,2.5716258198136,5.487275958061218,"[4e-05, 4e-05]"
1,5.295567073696928,0.7076285812909907,2.6061442871936484,5.353005027770996,"[5.6000000000000006e-05, 5.6000000000000006e-05]"
2,5.283944058508802,0.7248878149810148,3.8315498791853644,5.322721600532532,"[7.200000000000002e-05, 7.200000000000002e-05]"
3,5.220310072920262,1.156368657231619,5.8336209872281675,5.3325419425964355,"[8.800000000000001e-05, 8.800000000000001e-05]"
4,4.819818993786676,6.368657231618916,18.260269244045563,5.306776475906372,"[0.00010400000000000001, 0.00010400000000000001]"
5,3.197629686960649,27.44218156713842,61.47739040386607,5.044931101799011,"[0.00012000000000000002, 0.00012000000000000002]"
6,2.4448857384794613,44.97756299620297,78.73662409389023,4.534392166137695,"[0.00013600000000000003, 0.00013600000000000003]"
7,1.9854941534345876,55.85088022091819,85.83016914049016,4.249010121822357,"[0.000152, 0.000152]"
8,1.4844255641612012,66.27545736969279,91.71556782878841,4.162113618850708,"[0.00016800000000000002, 0.00016800000000000002]"
9,1.4814486413072792,65.5678287884018,91.92267863306868,4.061902725696564,"[0.00018400000000000003, 0.00018400000000000003]"
10,1.3128509152787367,69.0024162927166,93.09630652399034,3.9571406483650207,"[0.00019515459511322021, 0.00019515459511322021]"
11,1.1944869557947877,72.24715222644114,94.63237832240249,3.708781337738037,"[0.00019414719612646835, 0.00019414719612646835]"
12,1.2034752410899205,74.19744563341388,94.96030376251295,3.682231903076172,"[0.0001930478721029369, 0.0001930478721029369]"
13,1.103679452882292,74.50811183983431,94.96030376251295,3.7566279649734495,"[0.00019185770794271414, 0.00019185770794271414]"
14,1.0012832341376856,75.99240593717639,95.5643769416638,3.678265702724457,"[0.00019057787819413594, 0.00019057787819413594]"
15,1.0059084222363652,77.33862616499827,95.94408008284432,3.4034250378608704,"[0.00018920964589464842, 0.00018920964589464842]"
16,0.9324176276104591,78.27062478425958,96.18570935450467,3.3705912113189695,"[0.00018775436132434248, 0.00018775436132434248]"
17,0.9342522428576436,78.33966171901967,95.94408008284432,3.3881887197494507,"[0.00018621346067339043, 0.00018621346067339043]"
18,0.893639845974823,79.56506731101139,96.23748705557473,3.3818646669387817,"[0.0001845884646246995, 0.0001845884646246995]"
19,0.9700210987389972,78.52951328960994,95.70245081118398,3.4497617840766908,"[0.0001828809768531816, 0.0001828809768531816]"
20,0.8463069453583448,80.34173282706247,96.27200552295479,3.069127380847931,"[0.0001810926824431198, 0.0001810926824431198]"
21,0.8480142021245038,80.4280289955126,96.39282015878494,3.2673599243164064,"[0.00017922534622519332, 0.00017922534622519332]"
22,0.8085353062570115,80.77321366931308,96.49637556092509,3.093103265762329,"[0.00017728081103480316, 0.00017728081103480316]"
23,0.8149993022145754,81.18743527787366,96.49637556092509,3.159618389606476,"[0.0001752609958934155, 0.0001752609958934155]"
24,0.8249381937402916,81.91232309285468,96.41007939247497,3.288364017009735,"[0.00017316789411471974, 0.00017316789411471974]"
25,0.856404692623835,81.41180531584398,96.15119088712461,3.159397745132446,"[0.0001710035713374682, 0.0001710035713374682]"
26,0.7670560078987961,81.9986192613048,96.2202278218847,3.104768168926239,"[0.00016877016348694018, 0.00016877016348694018]"
