epoch,eval_loss,eval_top1,eval_top5,train_loss,train_lr
27,0.7508231845443563,82.22298929927511,96.65170866413531,3.035428011417389,"[0.00016646987466704155, 0.00016646987466704155]"
28,0.7430974020808163,83.20676561960649,96.82430100103555,3.011190640926361,"[0.0001641049749851203, 0.0001641049749851203]"
29,0.7504774942289437,82.36106316879531,96.51363479461511,3.0064048647880552,"[0.0001616777983116447, 0.0001616777983116447]"
30,0.7588328847730411,83.20676561960649,96.53089402830514,3.0536604046821596,"[0.00015919073997695487, 0.00015919073997695487]"
31,0.7502521044803891,82.55091473938558,96.427338626165,2.883909785747528,"[0.00015664625440736096, 0.00015664625440736096]"
32,0.7892701501553331,82.18847083189506,96.18570935450467,2.9444568037986754,"[0.00015404685270292066, 0.00015404685270292066]"
33,0.7678304401643942,82.53365550569555,96.46185709354505,2.9069012641906737,"[0.00015139510015928676, 0.00015139510015928676]"
34,0.6949399474739494,83.55195029340697,96.46185709354505,2.814299261569977,"[0.0001486936137360698, 0.0001486936137360698]"
35,0.7259016264130997,84.03520883672765,96.77252329996548,2.9005173563957216,"[0.00014594505947421513, 0.00014594505947421513]"
36,0.755041204734963,82.96513634794616,96.34104245771488,2.8461161255836487,"[0.0001431521498649422, 0.0001431521498649422]"
37,0.7532413312802037,83.75906109768727,96.59993096306523,2.8474632263183595,"[0.00014031764117284327, 0.00014031764117284327]"
38,0.7140375887232482,84.69105971694857,96.59993096306523,2.9293771147727967,"[0.00013744433071578315, 0.00013744433071578315]"
39,0.710736338912021,82.82706247842596,96.75526406627546,2.8210395693778993,"[0.00013453505410428388, 0.00013453505410428388]"
40,0.6810422613573848,84.15602347255782,96.59993096306523,2.6695946216583253,"[0.0001315926824431198, 0.0001315926824431198]"
41,0.7090768231413963,84.77735588539869,96.77252329996548,2.605726587772369,"[0.0001286201194978837, 0.0001286201194978837]"
42,0.7133756195795219,84.10424577148774,96.65170866413531,2.782919931411743,"[0.00012562029882932062, 0.00012562029882932062]"
43,0.7509670395829737,83.39661719019675,96.8588194684156,2.675701177120209,"[0.00012259618089825773, 0.00012259618089825773]"
44,0.7634491820067095,84.4321712115982,96.7207455988954,2.7583961486816406,"[0.00011955075014398676, 0.00011955075014398676]"
45,0.6850211762707111,85.72661373835001,96.84156023472558,2.7158247351646425,"[0.00011648701203898287, 0.00011648701203898287]"
46,0.7008816367147048,85.32965136347946,96.7207455988954,2.915329396724701,"[0.00011340799012286615, 0.00011340799012286615]"
47,0.7125755260021143,84.84639282015878,96.94511563686572,2.5558728337287904,"[0.00011031672301853292, 0.00011031672301853292]"
48,0.6403570520824344,85.46772523299965,97.03141180531584,2.645714157819748,"[0.00010721626143340204, 0.00010721626143340204]"
49,0.7105700670952709,85.51950293406972,96.75526406627546,2.4887881934642793,"[0.0001041096651487347, 0.0001041096651487347]"
50,0.7034049147690499,85.17431826026925,96.63444943044529,2.575997310876846,"[0.000101, 0.000101]"
51,0.6607171961633262,85.64031756989989,96.94511563686572,2.5055603325366973,"[9.78903348512653e-05, 9.78903348512653e-05]"
52,0.7237153374247606,84.72557818432861,96.97963410424578,2.5847780764102937,"[9.478373856659798e-05, 9.478373856659798e-05]"
53,0.6708434068378927,86.05453917846047,96.87607870210563,2.663174366950989,"[9.168327698146708e-05, 9.168327698146708e-05]"
54,0.6872362236257336,85.69209527096997,96.47911632723508,2.500583988428116,"[8.85920098771339e-05, 8.85920098771339e-05]"
55,0.6599799496246117,85.70935450466,96.97963410424578,2.4384137809276583,"[8.551298796101714e-05, 8.551298796101714e-05]"
56,0.703125379231209,86.10631687953055,96.68622713151537,2.6009708881378173,"[8.244924985601326e-05, 8.244924985601326e-05]"
57,0.6842686130048325,86.00276147739041,96.7207455988954,2.4333488643169403,"[7.940381910174231e-05, 7.940381910174231e-05]"
58,0.6354381704807776,86.98653779772178,96.97963410424578,2.3619898200035094,"[7.637970117067937e-05, 7.637970117067937e-05]"
59,0.6619118587453077,86.12357611322058,96.84156023472558,2.4315143704414366,"[7.337988050211632e-05, 7.337988050211632e-05]"
60,0.671995721934868,85.79565067311012,96.77252329996548,2.43123140335083,"[7.040731755688024e-05, 7.040731755688024e-05]"
61,0.6794704954748446,86.26164998274076,96.8588194684156,2.4986196219921113,"[6.746494589571615e-05, 6.746494589571615e-05]"
62,0.6341680830250043,86.34794615119088,96.82430100103555,2.4335471034049987,"[6.455566928421691e-05, 6.455566928421691e-05]"
63,0.6826066954365507,86.36520538488091,97.03141180531584,2.3883307576179504,"[6.16823588271567e-05, 6.16823588271567e-05]"
64,0.655985907599726,86.24439074905074,96.94511563686572,2.160558807849884,"[5.884785013505781e-05, 5.884785013505781e-05]"
65,0.6548448640970185,86.19261304798067,97.15222644114601,2.394623726606369,"[5.6054940525784874e-05, 5.6054940525784874e-05]"
66,0.6582874828756041,86.39972385226096,96.78978253365551,2.3919280052185057,"[5.330638626393018e-05, 5.330638626393018e-05]"
67,0.6531613092814226,86.64135312392129,96.89333793579566,2.277990108728409,"[5.0604899840713246e-05, 5.0604899840713246e-05]"
68,0.6317694034912194,86.26164998274076,97.04867103900587,2.331949549913406,"[4.795314729707931e-05, 4.795314729707931e-05]"
69,0.6327248554539179,86.74490852606144,97.15222644114601,2.50352429151535,"[4.5353745592639065e-05, 4.5353745592639065e-05]"
70,0.6529017255188557,86.45150155333103,97.20400414221609,2.289989787340164,"[4.280926002304517e-05, 4.280926002304517e-05]"
71,0.6319708595368053,86.64135312392129,97.08318950638592,2.376099193096161,"[4.032220168835532e-05, 4.032220168835532e-05]"
72,0.6373525085554561,86.81394546082154,97.16948567483604,2.3517317473888397,"[3.7895025014879717e-05, 3.7895025014879717e-05]"
73,0.6309772316323999,86.88298239558164,97.16948567483604,2.263651430606842,"[3.553012533295848e-05, 3.553012533295848e-05]"
